Domain Name,Record Name,Record Type,Record Value
www.nomtech-pwa.com,_34e10954ad75f4e01e31ed6199b10328.www.nomtech-pwa.com.,CNAME,_5a3899aeaf2ea825c188aa61b9a1dbac.tljzshvwok.acm-validations.aws.
