Domain Name,Record Name,Record Type,Record Value
pitsan.nomtech-pwa.com,_35684628b15aa7bebce94fc7e0adc54e.pitsan.nomtech-pwa.com.,CNAME,_6c60ffe81f0d4e413b5db6d5b96a9282.tljzshvwok.acm-validations.aws.
